dataset	abbreviation	feature	test_statistic	pvalue	pvalue_corrected	is_significant	correlation_sign	preferred_rowstat	similar_features
BioGRID Protein-Protein Interactions	biogrid	SNRNP70	-0.059701	0.00233	0.78537	0	-1		SNRNP70
BioGRID Protein-Protein Interactions	biogrid	PRDX2	-0.070443	0.00215	0.78537	0	-1		PRDX2
BioGRID Protein-Protein Interactions	biogrid	H2AFY	-0.059701	0.00239	0.78537	0	-1		H2AFY
BioGRID Protein-Protein Interactions	biogrid	RAP1B	-0.059701	0.002	0.78537	0	-1		RAP1B
BioGRID Protein-Protein Interactions	biogrid	FUBP3	-0.059701	0.00207	0.78537	0	-1		FUBP3
BioGRID Protein-Protein Interactions	biogrid	RPS11	-0.059701	0.00229	0.78537	0	-1		RPS11
BioGRID Protein-Protein Interactions	biogrid	RPLP0	-0.070443	0.00227	0.78537	0	-1		RPLP0
BioGRID Protein-Protein Interactions	biogrid	RPS10	-0.070443	0.00234	0.78537	0	-1		RPS10
BioGRID Protein-Protein Interactions	biogrid	UBE2M	-0.059701	0.00239	0.78537	0	-1		UBE2M
BioGRID Protein-Protein Interactions	biogrid	MCM7	-0.059701	0.00228	0.78537	0	-1		MCM7
BioGRID Protein-Protein Interactions	biogrid	ANP32B	-0.059701	0.00215	0.78537	0	-1		ANP32B
BioGRID Protein-Protein Interactions	biogrid	HIST1H1C	-0.059701	0.00206	0.78537	0	-1		HIST1H1C
BioGRID Protein-Protein Interactions	biogrid	TUBB	-0.081184	0.00168	0.78537	0	-1		TUBB
BioGRID Protein-Protein Interactions	biogrid	RPS9	-0.070443	0.00223	0.78537	0	-1		RPS9
BioGRID Protein-Protein Interactions	biogrid	RPS25	-0.059701	0.00215	0.78537	0	-1		RPS25
BioGRID Protein-Protein Interactions	biogrid	HIST1H4C	-0.044776	0.00221	0.78537	0	-1		HIST1H4C|HIST1H4I
BioGRID Protein-Protein Interactions	biogrid	HNRNPH1	-0.081184	0.00164	0.78537	0	-1		HNRNPH1
BioGRID Protein-Protein Interactions	biogrid	RPL35	-0.059701	0.00222	0.78537	0	-1		RPL35
BioGRID Protein-Protein Interactions	biogrid	RPS14	-0.070443	0.00212	0.78537	0	-1		RPS14
BioGRID Protein-Protein Interactions	biogrid	PRPF8	-0.059701	0.00228	0.78537	0	-1		PRPF8
BioGRID Protein-Protein Interactions	biogrid	CUL7	-0.081283	0.00072999	0.78537	0	-1		CUL7|OBSL1
BioGRID Protein-Protein Interactions	biogrid	EGFR	-0.10323	0.0061199	0.83385	0	-1		EGFR
BioGRID Protein-Protein Interactions	biogrid	RPL13	-0.055517	0.0088699	0.83385	0	-1		RPL13
BioGRID Protein-Protein Interactions	biogrid	SND1	-0.044776	0.01036	0.83385	0	-1		SND1
BioGRID Protein-Protein Interactions	biogrid	ITGB2	-0.055517	0.0089499	0.83385	0	-1		ITGB2
BioGRID Protein-Protein Interactions	biogrid	HIST1H1B	-0.044776	0.01036	0.83385	0	-1		HIST1H1B
BioGRID Protein-Protein Interactions	biogrid	UBXN7	-0.044776	0.01039	0.83385	0	-1		UBXN7
BioGRID Protein-Protein Interactions	biogrid	RANBP9	-0.079373	0.01018	0.83385	0	-1		RANBP9
BioGRID Protein-Protein Interactions	biogrid	ATF2	-0.077	0.00459	0.83385	0	-1		ATF2
BioGRID Protein-Protein Interactions	biogrid	RPS28	-0.044776	0.01045	0.83385	0	-1		RPS28
BioGRID Protein-Protein Interactions	biogrid	HIST1H2BM	-0.044776	0.0098299	0.83385	0	-1		HIST1H2BM
BioGRID Protein-Protein Interactions	biogrid	HIST1H2BA	-0.044776	0.0099899	0.83385	0	-1		HIST1H2BA
BioGRID Protein-Protein Interactions	biogrid	HSPE1	-0.044776	0.01038	0.83385	0	-1		HSPE1
BioGRID Protein-Protein Interactions	biogrid	WDR1	-0.044776	0.0094699	0.83385	0	-1		WDR1
BioGRID Protein-Protein Interactions	biogrid	SSB	-0.044776	0.01022	0.83385	0	-1		SSB
BioGRID Protein-Protein Interactions	biogrid	LGALS1	-0.055517	0.0089099	0.83385	0	-1		LGALS1
BioGRID Protein-Protein Interactions	biogrid	RPS21	-0.044776	0.01036	0.83385	0	-1		RPS21
BioGRID Protein-Protein Interactions	biogrid	EEF2	-0.055517	0.0091699	0.83385	0	-1		EEF2
BioGRID Protein-Protein Interactions	biogrid	AARS	-0.044776	0.01002	0.83385	0	-1		AARS
BioGRID Protein-Protein Interactions	biogrid	HIST1H3E	-0.055517	0.0089599	0.83385	0	-1		HIST1H3E
BioGRID Protein-Protein Interactions	biogrid	NOTCH2NL	-0.066259	0.0063099	0.83385	0	-1		NOTCH2NL
BioGRID Protein-Protein Interactions	biogrid	SRP14	-0.044776	0.0098699	0.83385	0	-1		SRP14
BioGRID Protein-Protein Interactions	biogrid	GMPS	-0.044776	0.01026	0.83385	0	-1		GMPS
BioGRID Protein-Protein Interactions	biogrid	CSNK2A1	-0.083557	0.0055999	0.83385	0	-1		CSNK2A1
BioGRID Protein-Protein Interactions	biogrid	ANXA1	-0.055517	0.0091999	0.83385	0	-1		ANXA1
BioGRID Protein-Protein Interactions	biogrid	MBNL1	-0.044776	0.01036	0.83385	0	-1		MBNL1
BioGRID Protein-Protein Interactions	biogrid	SARNP	-0.044776	0.01036	0.83385	0	-1		SARNP
BioGRID Protein-Protein Interactions	biogrid	JAGN1	-0.044776	0.01061	0.83385	0	-1		JAGN1
BioGRID Protein-Protein Interactions	biogrid	ICT1	-0.044776	0.01044	0.83385	0	-1		ICT1
BioGRID Protein-Protein Interactions	biogrid	YWHAG	-0.066259	0.0065099	0.83385	0	-1		YWHAG
BioGRID Protein-Protein Interactions	biogrid	FARSB	-0.044776	0.01026	0.83385	0	-1		FARSB
BioGRID Protein-Protein Interactions	biogrid	CLIC1	-0.044776	0.01015	0.83385	0	-1		CLIC1
BioGRID Protein-Protein Interactions	biogrid	DDX5	-0.055517	0.0089999	0.83385	0	-1		DDX5
BioGRID Protein-Protein Interactions	biogrid	HNRNPA3	-0.055517	0.0087899	0.83385	0	-1		HNRNPA3
BioGRID Protein-Protein Interactions	biogrid	EIF3E	-0.044776	0.01045	0.83385	0	-1		EIF3E
BioGRID Protein-Protein Interactions	biogrid	TRAP1	-0.044776	0.01031	0.83385	0	-1		TRAP1
BioGRID Protein-Protein Interactions	biogrid	MCM2	-0.055517	0.0087599	0.83385	0	-1		MCM2
BioGRID Protein-Protein Interactions	biogrid	SCRIB	-0.044776	0.01052	0.83385	0	-1		SCRIB
BioGRID Protein-Protein Interactions	biogrid	ANXA5	-0.044776	0.0096999	0.83385	0	-1		ANXA5
BioGRID Protein-Protein Interactions	biogrid	CAND1	-0.072816	0.0089399	0.83385	0	-1		CAND1
BioGRID Protein-Protein Interactions	biogrid	RPS18	-0.066259	0.0062799	0.83385	0	-1		RPS18
BioGRID Protein-Protein Interactions	biogrid	RPL22	-0.066259	0.0063699	0.83385	0	-1		RPL22
BioGRID Protein-Protein Interactions	biogrid	RPL30	-0.055517	0.0088699	0.83385	0	-1		RPL30
BioGRID Protein-Protein Interactions	biogrid	EIF3A	-0.044776	0.01045	0.83385	0	-1		EIF3A
BioGRID Protein-Protein Interactions	biogrid	PSMD5	-0.044776	0.01005	0.83385	0	-1		PSMD5
BioGRID Protein-Protein Interactions	biogrid	ATM	-0.044776	0.01045	0.83385	0	-1		ATM
BioGRID Protein-Protein Interactions	biogrid	TRIB3	-0.044776	0.01022	0.83385	0	-1		TRIB3
BioGRID Protein-Protein Interactions	biogrid	DDX21	-0.055517	0.0088899	0.83385	0	-1		DDX21
BioGRID Protein-Protein Interactions	biogrid	KIF2C	-0.044776	0.01022	0.83385	0	-1		KIF2C
BioGRID Protein-Protein Interactions	biogrid	FERMT3	-0.044776	0.01036	0.83385	0	-1		FERMT3
BioGRID Protein-Protein Interactions	biogrid	PCK1	-0.044776	0.01041	0.83385	0	-1		PCK1
BioGRID Protein-Protein Interactions	biogrid	RPL27A	-0.055517	0.0085799	0.83385	0	-1		RPL27A
BioGRID Protein-Protein Interactions	biogrid	SRSF9	-0.044776	0.01036	0.83385	0	-1		SRSF9
BioGRID Protein-Protein Interactions	biogrid	DDX39B	-0.044776	0.01038	0.83385	0	-1		DDX39B
BioGRID Protein-Protein Interactions	biogrid	HNRNPC	-0.044776	0.0106	0.83385	0	-1		HNRNPC
BioGRID Protein-Protein Interactions	biogrid	MCM5	-0.044776	0.01036	0.83385	0	-1		MCM5
BioGRID Protein-Protein Interactions	biogrid	RPS6KA5	-0.055517	0.0085699	0.83385	0	-1		RPS6KA5
BioGRID Protein-Protein Interactions	biogrid	NDUFA2	-0.044776	0.01036	0.83385	0	-1		NDUFA2
BioGRID Protein-Protein Interactions	biogrid	SUPT16H	-0.055517	0.0089199	0.83385	0	-1		SUPT16H
BioGRID Protein-Protein Interactions	biogrid	PRDX3	-0.044776	0.01015	0.83385	0	-1		PRDX3
BioGRID Protein-Protein Interactions	biogrid	FUBP1	-0.044776	0.01003	0.83385	0	-1		FUBP1
BioGRID Protein-Protein Interactions	biogrid	DDX1	-0.044776	0.01036	0.83385	0	-1		DDX1
BioGRID Protein-Protein Interactions	biogrid	SEC24C	-0.044776	0.01036	0.83385	0	-1		SEC24C
BioGRID Protein-Protein Interactions	biogrid	EEF1B2	-0.066259	0.0066099	0.83385	0	-1		EEF1B2
BioGRID Protein-Protein Interactions	biogrid	SSRP1	-0.044776	0.01062	0.83385	0	-1		SSRP1
BioGRID Protein-Protein Interactions	biogrid	KHSRP	-0.044776	0.01011	0.83385	0	-1		KHSRP
BioGRID Protein-Protein Interactions	biogrid	HDGF	-0.044776	0.01045	0.83385	0	-1		HDGF
BioGRID Protein-Protein Interactions	biogrid	LRRC59	-0.044776	0.01036	0.83385	0	-1		LRRC59
BioGRID Protein-Protein Interactions	biogrid	NCSTN	-0.044776	0.0097599	0.83385	0	-1		NCSTN
BioGRID Protein-Protein Interactions	biogrid	RPL36	-0.055517	0.0083999	0.83385	0	-1		RPL36
BioGRID Protein-Protein Interactions	biogrid	RPS27A	-0.044776	0.01036	0.83385	0	-1		RPS27A
BioGRID Protein-Protein Interactions	biogrid	HIST1H1D	-0.044776	0.01045	0.83385	0	-1		HIST1H1D
BioGRID Protein-Protein Interactions	biogrid	EIF3B	-0.055517	0.0091099	0.83385	0	-1		EIF3B
BioGRID Protein-Protein Interactions	biogrid	EIF3L	-0.044776	0.01045	0.83385	0	-1		EIF3L
BioGRID Protein-Protein Interactions	biogrid	BUB3	-0.055517	0.0089699	0.83385	0	-1		BUB3
BioGRID Protein-Protein Interactions	biogrid	KPNA2	-0.044776	0.01036	0.83385	0	-1		KPNA2
BioGRID Protein-Protein Interactions	biogrid	MYOC	-0.044776	0.01002	0.83385	0	-1		MYOC
BioGRID Protein-Protein Interactions	biogrid	VIM	-0.055517	0.0089999	0.83385	0	-1		VIM
BioGRID Protein-Protein Interactions	biogrid	RPL18	-0.036959	0.0081099	0.83385	0	-1		RPL18|RPL21|RPL6|RPL19|RPL14|RPL12|RPL4|RPL7|RPL11|RPL7A
BioGRID Protein-Protein Interactions	biogrid	TIAL1	-0.044776	0.0097499	0.83385	0	-1		TIAL1
BioGRID Protein-Protein Interactions	biogrid	RPS16	-0.044167	0.0070299	0.83385	0	-1		RPS16|RPS23|RPS3A
BioGRID Protein-Protein Interactions	biogrid	mean	-0.0035558	0.00359	0.83385	0	-1	mean	mean
BioGRID Protein-Protein Interactions	biogrid	LIG3	-0.044776	0.01018	0.83385	0	-1		LIG3
BioGRID Protein-Protein Interactions	biogrid	TGM2	-0.055517	0.0091799	0.83385	0	-1		TGM2
BioGRID Protein-Protein Interactions	biogrid	MOV10	-0.071076	0.00481	0.83385	0	-1		MOV10|NXF1
BioGRID Protein-Protein Interactions	biogrid	RPL13A	-0.055517	0.0085499	0.83385	0	-1		RPL13A
BioGRID Protein-Protein Interactions	biogrid	RPS6	-0.042524	0.0091899	0.83385	0	-1		RPS6|RPL5|RPS4X|RPS24|RPS8|RPS2|RPS3
BioGRID Protein-Protein Interactions	biogrid	ALDH2	-0.044776	0.01082	0.8421	0	-1		ALDH2
BioGRID Protein-Protein Interactions	biogrid	SUMO2	-0.10142	0.01296	0.99988	0	-1		SUMO2
BioGRID Protein-Protein Interactions	biogrid	PPARGC1A	-0.0047461	1	1	0	-1		PPARGC1A
BioGRID Protein-Protein Interactions	biogrid	TRMT2A	-0.0065572	1	1	0	-1		TRMT2A
BioGRID Protein-Protein Interactions	biogrid	SMARCD3	-0.0023731	1	1	0	-1		SMARCD3
BioGRID Protein-Protein Interactions	biogrid	MAD2L1	-0.021483	0.21132	1	0	-1		MAD2L1
BioGRID Protein-Protein Interactions	biogrid	PRKACA	0.020921	0.35946	1	0	1		PRKACA
BioGRID Protein-Protein Interactions	biogrid	DAXX	-0.017298	0.58912	1	0	-1		DAXX
BioGRID Protein-Protein Interactions	biogrid	HIST1H4A	-0.040592	0.03434	1	0	-1		HIST1H4A
BioGRID Protein-Protein Interactions	biogrid	PAXIP1	-0.032224	0.12007	1	0	-1		PAXIP1
BioGRID Protein-Protein Interactions	biogrid	RARA	-0.025667	0.12211	1	0	-1		RARA
BioGRID Protein-Protein Interactions	biogrid	BAZ1B	-0.0023731	1	1	0	-1		BAZ1B
BioGRID Protein-Protein Interactions	biogrid	PTK2	-0.030413	0.2665	1	0	-1		PTK2
BioGRID Protein-Protein Interactions	biogrid	CAV1	0.045463	0.26358	1	0	1		CAV1
BioGRID Protein-Protein Interactions	biogrid	GSTK1	-0.025667	0.12173	1	0	-1		GSTK1
BioGRID Protein-Protein Interactions	biogrid	PTGS2	0.012552	0.59681	1	0	1		PTGS2
BioGRID Protein-Protein Interactions	biogrid	NUMB	-0.025667	0.12315	1	0	-1		NUMB
BioGRID Protein-Protein Interactions	biogrid	TIRAP	-0.0065572	1	1	0	-1		TIRAP
BioGRID Protein-Protein Interactions	biogrid	VTN	-0.021483	0.21141	1	0	-1		VTN
BioGRID Protein-Protein Interactions	biogrid	CUL1	-0.00056204	1	1	0	-1		CUL1
BioGRID Protein-Protein Interactions	biogrid	CUL4B	0.001811	1	1	0	1		CUL4B
BioGRID Protein-Protein Interactions	biogrid	HUWE1	-0.034597	0.23546	1	0	-1		HUWE1
BioGRID Protein-Protein Interactions	biogrid	GRK5	0.020921	0.36168	1	0	1		GRK5
BioGRID Protein-Protein Interactions	biogrid	CEP250	-0.0065572	1	1	0	-1		CEP250
BioGRID Protein-Protein Interactions	biogrid	CEP76	0.012552	0.59653	1	0	1		CEP76
BioGRID Protein-Protein Interactions	biogrid	ELAVL1	-0.018423	0.7935	1	0	-1		ELAVL1
BioGRID Protein-Protein Interactions	biogrid	NOTCH1	-0.025667	0.12279	1	0	-1		NOTCH1
BioGRID Protein-Protein Interactions	biogrid	HACE1	-0.0065572	1	1	0	-1		HACE1
BioGRID Protein-Protein Interactions	biogrid	CENPB	-0.040592	0.03347	1	0	-1		CENPB
BioGRID Protein-Protein Interactions	biogrid	RXRA	-0.030413	0.26489	1	0	-1		RXRA
BioGRID Protein-Protein Interactions	biogrid	SMAD2	0.010179	0.70725	1	0	1		SMAD2
BioGRID Protein-Protein Interactions	biogrid	HR	0.012552	0.59477	1	0	1		HR
BioGRID Protein-Protein Interactions	biogrid	BMPR1B	-0.021483	0.21219	1	0	-1		BMPR1B
BioGRID Protein-Protein Interactions	biogrid	RPS5	-0.025667	0.12134	1	0	-1		RPS5
BioGRID Protein-Protein Interactions	biogrid	RPS20	-0.040592	0.03384	1	0	-1		RPS20
BioGRID Protein-Protein Interactions	biogrid	RPSA	-0.040592	0.03406	1	0	-1		RPSA
BioGRID Protein-Protein Interactions	biogrid	RAD23B	-0.0065572	1	1	0	-1		RAD23B
BioGRID Protein-Protein Interactions	biogrid	QARS	-0.025667	0.12174	1	0	-1		QARS
BioGRID Protein-Protein Interactions	biogrid	MARS	-0.025667	0.12173	1	0	-1		MARS
BioGRID Protein-Protein Interactions	biogrid	RPL26	-0.040592	0.03455	1	0	-1		RPL26
BioGRID Protein-Protein Interactions	biogrid	MRTO4	-0.0065572	1	1	0	-1		MRTO4
BioGRID Protein-Protein Interactions	biogrid	PPP2R5C	-0.0065572	1	1	0	-1		PPP2R5C
BioGRID Protein-Protein Interactions	biogrid	MST4	-0.0065572	1	1	0	-1		MST4
BioGRID Protein-Protein Interactions	biogrid	PPP2CA	-0.036408	0.071029	1	0	-1		PPP2CA
BioGRID Protein-Protein Interactions	biogrid	SKP1	0.012552	0.59563	1	0	1		SKP1
BioGRID Protein-Protein Interactions	biogrid	NR1H3	-0.0065572	1	1	0	-1		NR1H3
BioGRID Protein-Protein Interactions	biogrid	EIF3F	-0.051333	0.02228	1	0	-1		EIF3F
BioGRID Protein-Protein Interactions	biogrid	RBX1	-0.0065572	1	1	0	-1		RBX1
BioGRID Protein-Protein Interactions	biogrid	TPM3	-0.0065572	1	1	0	-1		TPM3
BioGRID Protein-Protein Interactions	biogrid	ERBB2	0.001811	1	1	0	1		ERBB2
BioGRID Protein-Protein Interactions	biogrid	PLCG1	-0.00056204	1	1	0	-1		PLCG1
BioGRID Protein-Protein Interactions	biogrid	SH2B2	0.016736	0.57846	1	0	1		SH2B2
BioGRID Protein-Protein Interactions	biogrid	IRS1	0.010179	0.70311	1	0	1		IRS1
BioGRID Protein-Protein Interactions	biogrid	FYN	-0.047711	0.20835	1	0	-1		FYN
BioGRID Protein-Protein Interactions	biogrid	ABL2	-0.0065572	1	1	0	-1		ABL2
BioGRID Protein-Protein Interactions	biogrid	MED17	-0.025667	0.1205	1	0	-1		MED17
BioGRID Protein-Protein Interactions	biogrid	MED23	-0.021483	0.20746	1	0	-1		MED23
BioGRID Protein-Protein Interactions	biogrid	FHL2	-0.021483	0.20823	1	0	-1		FHL2
BioGRID Protein-Protein Interactions	biogrid	SMAD1	-0.0065572	1	1	0	-1		SMAD1
BioGRID Protein-Protein Interactions	biogrid	NEDD4L	0.012552	0.59795	1	0	1		NEDD4L
BioGRID Protein-Protein Interactions	biogrid	PSMC5	0.010179	0.70184	1	0	1		PSMC5
BioGRID Protein-Protein Interactions	biogrid	STXBP5L	-0.017298	0.5881	1	0	-1		STXBP5L
BioGRID Protein-Protein Interactions	biogrid	TTR	-0.0065572	1	1	0	-1		TTR
BioGRID Protein-Protein Interactions	biogrid	CEBPB	0.025105	0.34674	1	0	1		CEBPB
BioGRID Protein-Protein Interactions	biogrid	SYVN1	-0.047149	0.0434	1	0	-1		SYVN1
BioGRID Protein-Protein Interactions	biogrid	DERL1	-0.00056204	1	1	0	-1		DERL1
BioGRID Protein-Protein Interactions	biogrid	CAPRIN1	-0.0065572	1	1	0	-1		CAPRIN1
BioGRID Protein-Protein Interactions	biogrid	RPL8	-0.036408	0.072199	1	0	-1		RPL8
BioGRID Protein-Protein Interactions	biogrid	EEF1A1	-0.015487	0.69603	1	0	-1		EEF1A1
BioGRID Protein-Protein Interactions	biogrid	U2AF2	-0.0065572	1	1	0	-1		U2AF2
BioGRID Protein-Protein Interactions	biogrid	APRT	-0.040592	0.03368	1	0	-1		APRT
BioGRID Protein-Protein Interactions	biogrid	UBAP2L	-0.025667	0.12094	1	0	-1		UBAP2L
BioGRID Protein-Protein Interactions	biogrid	RBM39	-0.032224	0.11933	1	0	-1		RBM39
BioGRID Protein-Protein Interactions	biogrid	NDUFA5	-0.025667	0.1214	1	0	-1		NDUFA5
BioGRID Protein-Protein Interactions	biogrid	SIGIRR	-0.0065572	1	1	0	-1		SIGIRR
BioGRID Protein-Protein Interactions	biogrid	GADD45GIP1	-0.021483	0.20681	1	0	-1		GADD45GIP1
BioGRID Protein-Protein Interactions	biogrid	DYNC1H1	-0.036408	0.071229	1	0	-1		DYNC1H1
BioGRID Protein-Protein Interactions	biogrid	MAPKAPK2	-0.021483	0.20902	1	0	-1		MAPKAPK2
BioGRID Protein-Protein Interactions	biogrid	CSNK1E	-0.0065572	1	1	0	-1		CSNK1E
BioGRID Protein-Protein Interactions	biogrid	MTOR	-0.0023731	1	1	0	-1		MTOR
BioGRID Protein-Protein Interactions	biogrid	RUVBL1	0.022732	0.46894	1	0	1		RUVBL1
BioGRID Protein-Protein Interactions	biogrid	DIMT1	-0.040592	0.03368	1	0	-1		DIMT1
BioGRID Protein-Protein Interactions	biogrid	CDC25B	-0.0023731	1	1	0	-1		CDC25B
BioGRID Protein-Protein Interactions	biogrid	KEAP1	-0.0065572	1	1	0	-1		KEAP1
BioGRID Protein-Protein Interactions	biogrid	PAK1	-0.0065572	1	1	0	-1		PAK1
BioGRID Protein-Protein Interactions	biogrid	USP7	0.012552	0.59857	1	0	1		USP7
BioGRID Protein-Protein Interactions	biogrid	PTPLAD1	0.012552	0.59858	1	0	1		PTPLAD1
BioGRID Protein-Protein Interactions	biogrid	GCN1L1	-0.025667	0.12173	1	0	-1		GCN1L1
BioGRID Protein-Protein Interactions	biogrid	RPN2	0.012552	0.59846	1	0	1		RPN2
BioGRID Protein-Protein Interactions	biogrid	VDAC1	-0.025667	0.12139	1	0	-1		VDAC1
BioGRID Protein-Protein Interactions	biogrid	IPO9	-0.0065572	1	1	0	-1		IPO9
BioGRID Protein-Protein Interactions	biogrid	CANX	0.022732	0.47084	1	0	1		CANX
BioGRID Protein-Protein Interactions	biogrid	HSD17B10	-0.040592	0.03368	1	0	-1		HSD17B10
BioGRID Protein-Protein Interactions	biogrid	UPF1	-0.040592	0.03293	1	0	-1		UPF1
BioGRID Protein-Protein Interactions	biogrid	PPP1CC	-0.017298	0.59066	1	0	-1		PPP1CC
BioGRID Protein-Protein Interactions	biogrid	ZW10	-0.025667	0.1219	1	0	-1		ZW10
BioGRID Protein-Protein Interactions	biogrid	NR2C2	0.012552	0.59719	1	0	1		NR2C2
BioGRID Protein-Protein Interactions	biogrid	MAPK8	0.001811	1	1	0	1		MAPK8
BioGRID Protein-Protein Interactions	biogrid	MAPK9	0.012552	0.59523	1	0	1		MAPK9
BioGRID Protein-Protein Interactions	biogrid	MAPK14	-0.05789	0.02767	1	0	-1		MAPK14
BioGRID Protein-Protein Interactions	biogrid	USP8	-0.0065572	1	1	0	-1		USP8
BioGRID Protein-Protein Interactions	biogrid	FLNA	-0.045338	0.14393	1	0	-1		FLNA
BioGRID Protein-Protein Interactions	biogrid	SMN1	-0.0065572	1	1	0	-1		SMN1
BioGRID Protein-Protein Interactions	biogrid	TSG101	-0.0089302	1	1	0	-1		TSG101
BioGRID Protein-Protein Interactions	biogrid	HOMER3	-0.025667	0.12169	1	0	-1		HOMER3
BioGRID Protein-Protein Interactions	biogrid	MEP1A	-0.0065572	1	1	0	-1		MEP1A
BioGRID Protein-Protein Interactions	biogrid	GNG2	0.025105	0.3461	1	0	1		GNG2
BioGRID Protein-Protein Interactions	biogrid	GPRASP2	0.012552	0.59615	1	0	1		GPRASP2
BioGRID Protein-Protein Interactions	biogrid	MEOX2	-0.0065572	1	1	0	-1		MEOX2
BioGRID Protein-Protein Interactions	biogrid	RAC1	-0.021483	0.21194	1	0	-1		RAC1
BioGRID Protein-Protein Interactions	biogrid	RHOA	0.012552	0.59428	1	0	1		RHOA
BioGRID Protein-Protein Interactions	biogrid	PLG	-0.040592	0.03472	1	0	-1		PLG
BioGRID Protein-Protein Interactions	biogrid	EPS8	-0.0065572	1	1	0	-1		EPS8
BioGRID Protein-Protein Interactions	biogrid	H3F3A	-0.036408	0.071949	1	0	-1		H3F3A
BioGRID Protein-Protein Interactions	biogrid	TGFB1	-0.040592	0.035	1	0	-1		TGFB1
BioGRID Protein-Protein Interactions	biogrid	KIF1A	0.016736	0.5807	1	0	1		KIF1A
BioGRID Protein-Protein Interactions	biogrid	THBS1	0.0059951	1	1	0	1		THBS1
BioGRID Protein-Protein Interactions	biogrid	ZBTB9	-0.0065572	1	1	0	-1		ZBTB9
BioGRID Protein-Protein Interactions	biogrid	ATP13A2	0.012552	0.59411	1	0	1		ATP13A2
