dataset	abbreviation	feature	test_statistic	pvalue	pvalue_corrected	is_significant	correlation_sign	preferred_rowstat	similar_features
ENCODE Transcription Factor Binding Site Profiles	encodetf	H3K36me3_GM06990_hg19_2	0.0093669	0.70086	1	0	1		H3K36me3_GM06990_hg19_2
ENCODE Transcription Factor Binding Site Profiles	encodetf	H3K36me3_bronchial epithelial cell_hg19_1	0.020995	0.47091	1	0	1		H3K36me3_bronchial epithelial cell_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	H3K36me3_cardiac mesoderm_hg19_4	-0.046189	0.066459	1	0	-1		H3K36me3_cardiac mesoderm_hg19_4
ENCODE Transcription Factor Binding Site Profiles	encodetf	H3K36me3_myotube_hg19_1	0.027132	0.2203	1	0	1		H3K36me3_myotube_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	H3K36me3_osteoblast_hg19_1	-0.030039	0.12011	1	0	-1		H3K36me3_osteoblast_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	H3K36me3_small intestine_mm9_1	0.014858	0.74133	1	0	1		H3K36me3_small intestine_mm9_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	JUND_GM12878_hg19_1	-0.030039	0.12138	1	0	-1		JUND_GM12878_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	KAT2A_GM12878_hg19_1	-0.076227	0.01548	1	0	-1		KAT2A_GM12878_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	EZH2_astrocyte_hg19_1	0.015504	0.88902	1	0	1		EZH2_astrocyte_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	EP300_GM12878_hg19_1	-0.054587	0.081329	1	0	-1		EP300_GM12878_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	EP300_A549_hg19_1	-0.021964	0.64671	1	0	-1		EP300_A549_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	EGR1_H1-hESC_hg19_2	0.025517	0.72578	1	0	1		EGR1_H1-hESC_hg19_2
ENCODE Transcription Factor Binding Site Profiles	encodetf	USF2_CH12.LX_mm9_1	-0.058786	0.2607	1	0	-1		USF2_CH12.LX_mm9_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	USF2_MEL cell line_mm9_2	0.014858	0.74086	1	0	1		USF2_MEL cell line_mm9_2
ENCODE Transcription Factor Binding Site Profiles	encodetf	ZNF274_K562_hg19_1	0.017119	0.68844	1	0	1		ZNF274_K562_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	ZZZ3_HeLa-S3_hg19_1	-0.006137	1	1	0	-1		ZZZ3_HeLa-S3_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	eGFP-HDAC8_K562_hg19_1	-0.092054	0.052589	1	0	-1		eGFP-HDAC8_K562_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	ATF3_K562_hg19_3	0.023256	0.34847	1	0	1		ATF3_K562_hg19_3
ENCODE Transcription Factor Binding Site Profiles	encodetf	BATF_GM12878_hg19_1	0.004845	1	1	0	1		BATF_GM12878_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	BCL11A_GM12878_hg19_2	-0.043605	0.35115	1	0	-1		BCL11A_GM12878_hg19_2
ENCODE Transcription Factor Binding Site Profiles	encodetf	MAX_endothelial cell of umbilical vein_hg19_1	-0.070736	0.062329	1	0	-1		MAX_endothelial cell of umbilical vein_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	BHLHE40_MEL cell line_mm9_1	0.010659	0.84964	1	0	1		BHLHE40_MEL cell line_mm9_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	CEBPB_HepG2_hg19_1	-0.089147	0.02811	1	0	-1		CEBPB_HepG2_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	CEBPB_MCF-7_hg19_1	-0.06363	0.12692	1	0	-1		CEBPB_MCF-7_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	CEBPD_K562_hg19_2	-0.066214	0.02541	1	0	-1		CEBPD_K562_hg19_2
ENCODE Transcription Factor Binding Site Profiles	encodetf	CHD1_IMR-90_hg19_1	-0.049742	0.26213	1	0	-1		CHD1_IMR-90_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	CREBBP_K562_hg19_1	0.014858	0.74175	1	0	1		CREBBP_K562_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	CTCF_testis_mm9_1	-0.080749	0.16293	1	0	-1		CTCF_testis_mm9_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	CUX1_GM12878_hg19_1	-0.17119	0.00237	1	0	-1		CUX1_GM12878_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	EGR1_GM12878_hg19_3	0.024871	0.46526	1	0	1		EGR1_GM12878_hg19_3
ENCODE Transcription Factor Binding Site Profiles	encodetf	BRCA1_H1-hESC_hg19_1	0.013243	0.86663	1	0	1		BRCA1_H1-hESC_hg19_1
ENCODE Transcription Factor Binding Site Profiles	encodetf	MEF2A_GM12878_hg19_2	-0.030685	0.33344	1	0	-1		MEF2A_GM12878_hg19_2
ENCODE Transcription Factor Binding Site Profiles	encodetf	MEF2A_K562_hg19_2	0.001615	1	1	0	1		MEF2A_K562_hg19_2
