dataset	abbreviation	feature	test_statistic	pvalue	pvalue_corrected	is_significant	correlation_sign	preferred_rowstat	similar_features
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	mean	-0.0017781	0.93112	1	0	-1	mean	mean|stdv|integument|hematopoietic system|viscus|blood|endocrine gland|other source|cell culture|gland|epithelium|trunk|urogenital system|excretory gland|cardiovascular system|whole body|animal|hematopoietic cell|connective tissue|organism form|female reproductive system|reproductive system|tissues, cell types and enzyme sources|head|vascular system|adenocarcinoma cell|internal female genital organ|respiratory system|alimentary canal|adult|skeletal system|central nervous system|nervous system|blood vessel|urinary tract|epithelial cell line|lung|leukocyte|brain|epithelioma cell|carcinoma cell|gastrointestinal tract|carcinoma cell line|lymphoid tissue|female reproductive gland|embryonic structure|urinary system|intestine|digestive gland|kidney|heart|large intestine|muscular system|thorax|culture medium|colon|colorectum|spinal cord|endothelium|vertebrate muscular system|macrophage|embryo|blood vessel endothelium|plant|liver|endothelial cell|whole plant|mucosa|shoot|uterus|artery|smooth muscle|fibroblast|skin|epidermis|epithelial cell|stem|abdomen|primary culture
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	venom duct	0.012156	0.66954	1	0	1		venom duct
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	spinal muscle	0.0028159	0.89465	1	0	1		spinal muscle
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	ke-37 cell	-0.052077	0.084679	1	0	-1		ke-37 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	bnl cl.2 cell	-0.020219	0.55284	1	0	-1		bnl cl.2 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	lim1863 cell	-0.028752	0.8669	1	0	-1		lim1863 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	cytotoxic t-lymphocyte cell line	-0.0015213	0.86539	1	0	-1		cytotoxic t-lymphocyte cell line
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	intraocular melanoma cell	0.021957	0.59649	1	0	1		intraocular melanoma cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	tuberous root	0.02566	0.39346	1	0	1		tuberous root
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	mono-mac-1 cell	-0.0060307	1	1	0	-1		mono-mac-1 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	hd-11 cell	0.014279	0.59713	1	0	1		hd-11 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	k-562r cell	-0.025795	0.15286	1	0	-1		k-562r cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	skw6.4 cell	-0.027236	0.20811	1	0	-1		skw6.4 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	thce cell	0.041531	0.42921	1	0	1		thce cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	meningothelial meningioma cell	0.014043	0.59844	1	0	1		meningothelial meningioma cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	vestibulocochlear nerve	-0.013417	0.47243	1	0	-1		vestibulocochlear nerve
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	alpha-motoneuron	-0.00673	1	1	0	-1		alpha-motoneuron
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	cerebral giant cell	0.033829	0.45225	1	0	1		cerebral giant cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	hepa 1-6 cell	-0.06547	0.12717	1	0	-1		hepa 1-6 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	rag cell	0.031516	0.52242	1	0	1		rag cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	saphenous vein	0.19572	0.061269	1	0	1		saphenous vein
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	dermal microvascular endothelial cell	-0.038841	0.59847	1	0	-1		dermal microvascular endothelial cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	human lung microvascular endothelial cell	0.006491	0.87605	1	0	1		human lung microvascular endothelial cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	hct-8 cell	-0.1439	0.02131	1	0	-1		hct-8 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	hek-293t cell	0.011992	0.86109	1	0	1		hek-293t cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	ht-1197 cell	0.0025436	1	1	0	1		ht-1197 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	u-266 cell	-0.075926	0.28233	1	0	-1		u-266 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	c-33a cell	-0.00065245	0.98849	1	0	-1		c-33a cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	kle cell	0.036899	0.40939	1	0	1		kle cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	mda-mb-453 cell	-0.0047135	0.94046	1	0	-1		mda-mb-453 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	nipple	0.063965	0.30565	1	0	1		nipple
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	theca externa	-0.030849	0.4764	1	0	-1		theca externa
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	mrc-5 cell	-0.10675	0.068259	1	0	-1		mrc-5 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	epiphysis	0.025964	0.64987	1	0	1		epiphysis
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	253j cell	0.005652	1	1	0	1		253j cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	osteosarcoma cell	0.033	0.75601	1	0	1		osteosarcoma cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	coculture	-0.19353	0.04059	1	0	-1		coculture
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	ileal mucosa	0.06843	0.25464	1	0	1		ileal mucosa
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	ovcar-3 cell	-0.0040517	0.95513	1	0	-1		ovcar-3 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	blood clot	0.15046	0.26407	1	0	1		blood clot
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	lung adenocarcinoma cell	0.02274	0.7166	1	0	1		lung adenocarcinoma cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	hcc-827 cell	0.012037	0.79028	1	0	1		hcc-827 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	cmt-93 cell	-0.012036	0.64536	1	0	-1		cmt-93 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	pericardial mesothelium	0.03993	0.33231	1	0	1		pericardial mesothelium
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	m5076 cell	0.0036495	1	1	0	1		m5076 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	silk gland	0.016453	0.59813	1	0	1		silk gland
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	tall-104 cell	-0.00045866	0.91662	1	0	-1		tall-104 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	tsa cell	-0.01931	0.58159	1	0	-1		tsa cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	balb/3t3 cell	0.015487	0.52437	1	0	1		balb/3t3 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	oligodendroglioma cell	0.0072572	0.71475	1	0	1		oligodendroglioma cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	chondroblast	-0.053147	0.45744	1	0	-1		chondroblast
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	smg-c6 cell	0.029143	0.7303	1	0	1		smg-c6 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	balb/3t3-t cell	0.030229	0.59856	1	0	1		balb/3t3-t cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	ns20y cell	-0.024545	0.65257	1	0	-1		ns20y cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	molt cell	-0.006355	0.86656	1	0	-1		molt cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	nhek cell	0.0037791	0.78851	1	0	1		nhek cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	rhinencephalon	-0.0080042	0.80679	1	0	-1		rhinencephalon
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	myoma cell	0.035008	0.42768	1	0	1		myoma cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	gt1-7 cell	0.041739	0.33086	1	0	1		gt1-7 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	hpb-all cell	-0.037522	0.31817	1	0	-1		hpb-all cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	r1 cell	0.030112	0.52322	1	0	1		r1 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	mcf-10a cell	0.018226	0.58921	1	0	1		mcf-10a cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	mammary duct	0.024222	0.62553	1	0	1		mammary duct
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	es-2 cell	-0.0069761	0.86517	1	0	-1		es-2 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	vitelline membrane	0.031362	0.51853	1	0	1		vitelline membrane
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	scent gland	-0.04423	0.13867	1	0	-1		scent gland
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	oe-e6/e7 cell	-0.013159	0.68573	1	0	-1		oe-e6/e7 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	pr cell	0.036136	0.45279	1	0	1		pr cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	ecc-1 cell	-0.0054839	0.79243	1	0	-1		ecc-1 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	pharyngeal epithelium	-0.039033	0.42803	1	0	-1		pharyngeal epithelium
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	stinger	0.027016	0.55121	1	0	1		stinger
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	intestine-407 cell	-0.12889	0.01386	1	0	-1		intestine-407 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	immobilized cell	-0.035202	0.45132	1	0	-1		immobilized cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	sclerenchyma	0.043814	0.55152	1	0	1		sclerenchyma
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	small saphenous vein	0.015771	0.59902	1	0	1		small saphenous vein
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	exocarp	-0.014807	0.55509	1	0	-1		exocarp
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	secretion	-0.03593	0.35495	1	0	-1		secretion
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	gametophyte	-0.014825	0.76486	1	0	-1		gametophyte
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	petiole	-0.021136	0.74528	1	0	-1		petiole
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	seed coat	0.0070724	0.8652	1	0	1		seed coat
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	leaf disc	0.013039	0.84578	1	0	1		leaf disc
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	mesophyll	-0.084467	0.075309	1	0	-1		mesophyll
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	tuber	-0.049807	0.4944	1	0	-1		tuber
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	rheumatoid arthritis disease specific synovial fluid	-0.0085901	0.80778	1	0	-1		rheumatoid arthritis disease specific synovial fluid
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	th-1 cell line	-0.022678	0.25485	1	0	-1		th-1 cell line
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	gut juice	-0.019785	0.73234	1	0	-1		gut juice
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	i-cell	0.050217	0.39114	1	0	1		i-cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	stratum germinativum	0.015843	0.75324	1	0	1		stratum germinativum
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	neural stem cell line	-0.035456	0.0469	1	0	-1		neural stem cell line
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	parahippocampal gyrus	-0.023376	0.69637	1	0	-1		parahippocampal gyrus
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	inferior frontal gyrus	0.013203	0.82238	1	0	1		inferior frontal gyrus
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	intraparietal sulcus	6.5891e-05	1	1	0	1		intraparietal sulcus
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	regio orbitalis	-0.058718	0.03132	1	0	-1		regio orbitalis
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	ovarian fluid	0.014678	0.59845	1	0	1		ovarian fluid
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	urotsa cell	0.0032791	0.91847	1	0	1		urotsa cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	clear cell adenocarcinoma cell	-0.028984	0.18005	1	0	-1		clear cell adenocarcinoma cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	endothelioma cell line	-0.041261	0.12304	1	0	-1		endothelioma cell line
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	namalwa cell	-0.024401	0.66238	1	0	-1		namalwa cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	mkn-45 cell	0.0016641	0.89431	1	0	1		mkn-45 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	nci-h82 cell	-0.1059	0.00203	1	0	-1		nci-h82 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	hrt-18 cell	0.021156	0.6365	1	0	1		hrt-18 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	yoshida sarcoma cell	-0.029368	0.11706	1	0	-1		yoshida sarcoma cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	nt2-n cell	-0.0074561	1	1	0	-1		nt2-n cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	d-407 cell	0.023078	0.59597	1	0	1		d-407 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	eue cell	-0.0054276	0.86455	1	0	-1		eue cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	4t1 cell	0.019341	0.73131	1	0	1		4t1 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	pulmonary artery smooth muscle cell line	-0.0043421	0.83702	1	0	-1		pulmonary artery smooth muscle cell line
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	umbilical vein smooth muscle	0.0038253	0.89515	1	0	1		umbilical vein smooth muscle
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	ejaculatory duct	0.032099	0.37584	1	0	1		ejaculatory duct
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	prostatic urethra	0.006438	0.89092	1	0	1		prostatic urethra
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	prostate adenocarcinoma cell line	0.028027	0.733	1	0	1		prostate adenocarcinoma cell line
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	gubernaculum testis	0.011768	0.76517	1	0	1		gubernaculum testis
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	hek-293 tet-on 3g cell	0.044329	0.4273	1	0	1		hek-293 tet-on 3g cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	ailncap cell	0.021345	0.73021	1	0	1		ailncap cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	serosal mast cell	0.052992	0.36777	1	0	1		serosal mast cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	mb-02 cell	0.022302	0.73051	1	0	1		mb-02 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	lama-84 cell	-0.068108	0.01041	1	0	-1		lama-84 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	kb-3-1 cell	-0.034253	0.50369	1	0	-1		kb-3-1 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	myometrium	0.23816	0.089139	1	0	1		myometrium
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	t-lymphoblast	-0.24191	0.0050599	1	0	-1		t-lymphoblast
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	pro-b-lymphocyte cell line	0.069452	0.28046	1	0	1		pro-b-lymphocyte cell line
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	renal tubule epithelium	0.030182	0.45273	1	0	1		renal tubule epithelium
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	16-hbe14o cell	0.029601	0.49259	1	0	1		16-hbe14o cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	rbl-2h3 cell	-0.053786	0.10836	1	0	-1		rbl-2h3 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	pt-k2 cell	-0.0046605	0.7899	1	0	-1		pt-k2 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	bmn cell	-0.046125	0.088079	1	0	-1		bmn cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	lymphosarcoma cell	-0.0059364	0.78992	1	0	-1		lymphosarcoma cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	neurolemma	0.014767	0.60078	1	0	1		neurolemma
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	nerve sheath	0.055797	0.12587	1	0	1		nerve sheath
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	olfactory nerve	0.026427	0.62489	1	0	1		olfactory nerve
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	l-428 cell	-0.058368	0.01057	1	0	-1		l-428 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	arrector pili muscle	0.051461	0.22848	1	0	1		arrector pili muscle
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	mhcc-97 cell	0.012783	0.7317	1	0	1		mhcc-97 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	a7 cell	0.0077842	0.79123	1	0	1		a7 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	dorsal aorta	-0.087002	0.02282	1	0	-1		dorsal aorta
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	lan-5 cell	0.03081	0.45089	1	0	1		lan-5 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	medulloblastoma cell line	-0.031785	0.39769	1	0	-1		medulloblastoma cell line
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	daoy cell	-0.045397	0.21222	1	0	-1		daoy cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	glc-82 cell	-0.021446	0.25548	1	0	-1		glc-82 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	cholangiocarcinoma cell line	0.0068831	0.87022	1	0	1		cholangiocarcinoma cell line
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	t-hsc/cl-6 cell	-0.036808	0.0477	1	0	-1		t-hsc/cl-6 cell
TISSUES Text-mining Tissue Protein Expression Evidence Scores - Cleaned	jensentissuetextmining_cleaned	b-cpap cell	-0.064052	0.01883	1	0	-1		b-cpap cell
